id,sura,aya,translation,footnotes
1072,7,118,"Thus the truth prevailed, and all what they did was proven to be false.",
1073,7,119,They were defeated right there and were utterly humiliated.,
1074,7,120,"The magicians fell down in prostration,",
1075,7,121,"and said, “We believe in the Lord of the worlds,",
1076,7,122,the Lord of Moses and Aaron.”,
1077,7,123,"Pharaoh said, “How dare you believe in him before I give you permission! This is indeed a plot that you devised in the city to drive out its people, but you will soon come to know.",
1078,7,124,"I will surely cut off your hands and feet on opposite sides, then I will crucify you all together.”",
1079,7,125,"They said, “We are surely returning to our Lord.",
1080,7,126,"Your only vengeance against us is because we believed in the signs of our Lord when they came to us[44]. Our Lord, shower upon us patience and let us die as Muslims, submitting to You.”",[44] It implies deriding Pharaoh for his skewed standards.
1081,7,127,"The chiefs among Pharaoh’s people said, “Will you leave Moses and his people to spread corruption in the land, and abandon you and your gods?” He said, “We will kill their sons and spare their women, for we have full dominance over them.”",
1082,7,128,"Moses said to his people, “Seek help from Allah and be patient. The earth belongs to Allah; He gives it as an inheritance to whom He wills of His slaves, but the outcome is for those who fear Allah.”",
1083,7,129,"They said, “We were oppressed before you came to us and after you came.” He said, “It may be that your Lord will destroy your enemy and make you successors in the land to see how you will do.”",
1084,7,130,"We afflicted the people of Pharaoh with famine and poor harvests, so that they may take heed.",
1085,7,131,"When prosperity came their way, they said, “This is what we deserve[45],” but when adversity befell them, they ascribed it to the misfortune of Moses and those who were with him. Indeed, their misfortune is decreed by Allah, but most of them do not know.","[45] Out of egotism and smugness, they felt they deserved all good things."
1086,7,132,"They said, “No matter what sign you may bring to enchant us, we are not going to believe in you.”",
1087,7,133,"So We sent upon them flood, locusts, lice, frogs and blood – as clear signs, yet they persisted in arrogance and were a wicked people.",
1088,7,134,"When a scourge befell them, they said, “O Moses, call upon your Lord for us by virtue of the covenant He has made to you; if you remove the scourge from us, we will surely believe in you and will let the Children of Israel go with you.”",
1089,7,135,"But when We removed the scourge from them until an appointed term that they were bound to reach, they broke their promise.",
1090,7,136,So We subjected them to retribution and drowned them in the sea because they rejected Our signs and were heedless of them.,
1091,7,137,"And We made the people who had been oppressed to inherit the lands of the east and west that We had blessed. The good word of your Lord was fulfilled for the Children of Israel because of what they endured patiently, and We destroyed what Pharaoh and his people used to make and what they used to construct.",
1092,7,138,"We led the Children of Israel across the sea, then they came upon a people who were devoted to their idols. They said, “O Moses, make for us a god just as they have gods.” He said, “You are indeed an ignorant people.",
1093,7,139,"Indeed, what they follow is doomed to destruction and what they do is worthless.”",
1094,7,140,"He said, “Shall I seek for you a god[46] other than Allah when He has favored you above the worlds?”","[46] i.e., an object of worship."
1095,7,141,"And [remember] when We saved you from the people of Pharaoh, who were afflicting you with the worst punishment – killing your sons and sparing your women. That was a great trial from your Lord.",
1096,7,142,"We appointed for Moses thirty nights and completed it with ten more, whereby the term of forty nights set by Allah was fulfilled. Moses said to his brother Aaron, “Take my place among my people in my absence, keep things right, and do not follow the way of those who spread corruption.”",
1097,7,143,"When Moses came at Our appointed time and his Lord spoke to him, he said, “My Lord, reveal Yourself to me so that I may look at You.” Allah said, “You will not be able to see Me[47]. But look at the mountain; if it stays firm in its place, only then will you see Me.” When his Lord appeared to the mountain, it was leveled to dust and Moses fell unconscious. When he recovered, he said, “Glory be to You! I repent to You and I am the first of the believers.”",[47] None can see Allah in the life of this world.
